Product Name,Normalized Name,Customer Reference,months_seen,first_period,last_period,resellers,item_number_candidates,merged_from,needs_review,review_reasons,paxCode,steamId,matched_label,pax_match_status,pax_match_score,related_pax_codes,pax_needs_review,pax_review_reason
ONE PIECE WORLD SEEKER,one_piece_world_seeker,E03295,20,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E03295=20p,,False,,PAX0009975226,755500,One Piece: World Seeker,exact,1.0,"PAX0011476224, PAX0010533574, PAX0011212350",False,
ONE PIECE WORLD SEEKER Deluxe Edition,one_piece_world_seeker_deluxe,E03367,20,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E03367=20p,,False,,PAX0010423108,,One Piece: World Seeker (Deluxe Edition),exact,1.0,"PAX0010431846, PAX0011493428",False,
ONE PUNCH MAN: A HERO NOBODY KNOWS,one_punch_man_a_hero_nobody_knows,E02997,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E02997=21p; E02985=1p; E06970=1p,,False,,PAX0010593278,991560,One Punch Man: A Hero Nobody Knows,exact,1.0,"PAX0011219966, PAX0011740812",False,
PAC-MAN Mega Tunnel Battle: Chomp Champs,pac_man_mega_tunnel_battle_chomp_champs,E06649,16,2025-03,2026-06,"Alibaba, Heybox, Sonkwo",E06649=16p,,False,,PAX0013651816,2095950,Pac-Man Mega Tunnel Battle: Chomp Champs,exact,1.0,"PAX0013651850, PAX0013651884",False,
PAC-MAN Mega Tunnel Battle: Chomp Champs - Deluxe Edition,pac_man_mega_tunnel_battle_chomp_champs_deluxe,E06652,17,2025-01,2026-06,"Alibaba, Heybox, Sonkwo",E06652=17p,,False,,,2095950,Pac-Man Mega Tunnel Battle: Chomp Champs,base_game,,"PAX0013651816, PAX0013651850, PAX0013651884",True,duplicate_paxCode:PAX0013651816
PAC-MAN WORLD 2 Re-PAC,pac_man_world_2_re_pac,E06971,2,2026-03,2026-06,"Heybox, Sonkwo",E06971=2p,,False,,PAX0014976422,2324290,Pac-Man World 2 Re-Pac,exact,1.0,,False,
PAC-MAN WORLD 2 Re-PAC Deluxe Edition,pac_man_world_2_re_pac_deluxe,L00118,2,2026-03,2026-06,"Heybox, Sonkwo",L00118=2p; L42484=1p,,False,,,2324290,Pac-Man World 2 Re-Pac,base_game,,PAX0014976422,True,duplicate_paxCode:PAX0014976422
Park Beyond,park_beyond,E04538,15,2024-08_2024-09,2026-06,"Alibaba, Heybox",E04538=15p,,False,,PAX0012897084,1368130,Park Beyond,exact,1.0,PAX0014470808,False,
PATAPON 1+2 REPLAY,patapon_1_2_replay,E06134,12,2025-07,2026-06,"Alibaba, Heybox, Sonkwo",E06134=12p,,False,,PAX0014894210,2383200,Patapon 1+2 Replay,exact,1.0,,False,
SAND LAND,sand_land,E06114,21,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E06114=21p,,False,,PAX0013449516,1979440,Sand Land,exact,1.0,PAX0013629852,False,
SAND LAND Deluxe Edition,sand_land_deluxe,E06272,21,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E06272=21p,,False,,,1979440,Sand Land,base_game,,"PAX0013449516, PAX0013629852",True,duplicate_paxCode:PAX0013449516
SCARLET NEXUS,scarlet_nexus,E03557,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E03557=21p; E02985=1p,,False,,PAX0011642280,775500,Scarlet Nexus,exact,1.0,,False,
SCARLET NEXUS Deluxe Edition,scarlet_nexus_deluxe,E04727,21,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E04727=19p; E02758=2p; L11104=1p,,True,competing_item_numbers,PAX0011642246,,Scarlet Nexus (Deluxe Edition),exact,1.0,,False,
SCARLET NEXUS Ultimate Edition,scarlet_nexus_ultimate,E05643,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E05643=22p,,False,,,775500,Scarlet Nexus,base_game,,PAX0011642280,True,duplicate_paxCode:PAX0011642280
SD GUNDAM BATTLE ALLIANCE,sd_gundam_battle_alliance,E03559,21,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E03559=21p,,False,,PAX0012417582,824550,SD Gundam Battle Alliance,exact,1.0,,False,
SD GUNDAM BATTLE ALLIANCE - Deluxe Edition,sd_gundam_battle_alliance_deluxe,E05472,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E05472=22p,,False,,,824550,SD Gundam Battle Alliance,base_game,,PAX0012417582,True,duplicate_paxCode:PAX0012417582
SD GUNDAM G GENERATION CROSS RAYS,sd_gundam_g_generation_cross_rays,E02985,21,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E02985=23p; L09296=1p,"sd_gundam_g_generation_cross_ray, sd_gundam_g_generation_cross_rays",False,,PAX0011539804,728530,SD Gundam G Generation Cross Rays,exact,1.0,,False,
SD GUNDAM G GENERATION CROSS RAYS Platinum Edition,sd_gundam_g_generation_cross_rays_platinum,E06306,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E06306=24p; L30793=1p,"sd_gundam_g_generation_cross_ray_platinum, sd_gundam_g_generation_cross_rays_platinum",False,,,728530,SD Gundam G Generation Cross Rays,base_game,,PAX0011539804,True,duplicate_paxCode:PAX0011539804
Shadow Labyrinth,shadow_labyrinth,E06972,12,2025-07,2026-06,"Alibaba, Heybox, Sonkwo",E06972=12p,,False,,PAX0014732166,1859430,Shadow Labyrinth,exact,1.0,PAX0014912026,False,
Shadow Labyrinth - Deluxe Edition,shadow_labyrinth_deluxe,L00032,12,2025-07,2026-06,"Alibaba, Heybox, Sonkwo",L00032=12p,,False,,,1859430,Shadow Labyrinth,base_game,,"PAX0014732166, PAX0014912026",True,duplicate_paxCode:PAX0014732166
SOULCALIBUR VI,soulcalibur_vi,E02875,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E02875=22p,,False,,PAX0009799344,544750,Soulcalibur VI,exact,1.0,"PAX0011418968, PAX0011482854, PAX0011765360, PAX0011056086, PAX0011547998, PAX0011550616",False,
SOULCALIBUR VI Deluxe Edition,soulcalibur_vi_deluxe,E03123,21,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E03123=21p,,False,,PAX0009799650,,Soulcalibur VI (Deluxe Edition),exact,1.0,"PAX0011338218, PAX0012336220",False,
SPY×ANYA: Operation Memories,spy_anya_operation_memories,E05697,21,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E05697=21p,,False,,PAX0013837558,2170370,Spy x Anya: Operation Memories,fuzzy,0.964,,False,
SPY×ANYA: Operation Memories Deluxe Edition,spy_anya_operation_memories_deluxe,E06533,19,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E06533=19p,,False,,,,,unmatched,,,True,unmatched
Super Robot Wars 30,super_robot_wars_30,E04508,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E04508=22p,,False,,PAX0011886978,898750,Super Robot Wars 30,exact,1.0,,False,
Super Robot Wars 30 Digital Deluxe Edition,super_robot_wars_30_deluxe,E05097,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E05097=22p,,False,,PAX0011923630,,Super Robot Wars 30 (Deluxe Edition),exact,1.0,,False,
Super Robot Wars 30 Ultimate Edition,super_robot_wars_30_ultimate,E05098,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E05098=21p; E03954=1p,,False,,PAX0011934816,,Super Robot Wars 30 (Ultimate Edition),exact,1.0,,False,
SUPER ROBOT WARS X,super_robot_wars_x,E03632,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E03632=22p,,False,,PAX0011599848,1031510,Super Robot Wars X,exact,1.0,,False,
SUPER ROBOT WARS Y,super_robot_wars_y,L00033,12,2025-07,2026-06,"Alibaba, Heybox, Sonkwo",L00033=12p,,False,,PAX0014733764,1909950,Super Robot Wars Y,exact,1.0,PAX0014929366,False,
SUPER ROBOT WARS Y Deluxe Edition,super_robot_wars_y_deluxe,L00034,12,2025-07,2026-06,"Alibaba, Heybox, Sonkwo",L00034=12p,,False,,PAX0014929502,1909950,Super Robot Wars Y (Deluxe Edition),exact,1.0,PAX0015713780,False,
SUPER ROBOT WARS Y - Expansion Pack,super_robot_wars_y_expansion_pack,L52098,1,2026-06,2026-06,"Heybox, Sonkwo",L52098=1p,,False,,,,,unmatched,,,True,unmatched
SUPER ROBOT WARS Y Ultimate Edition,super_robot_wars_y_ultimate,L00035,12,2025-07,2026-06,"Alibaba, Heybox, Sonkwo",L00035=12p,,False,,PAX0014929434,1909950,Super Robot Wars Y (Ultimate Edition),exact,1.0,PAX0015713814,False,
SWORD ART ONLINE Alicization Lycoris,sword_art_online_alicization_lycoris,E03060,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E03060=22p,,False,,PAX0010781400,1009290,Sword Art Online: Alicization Lycoris,exact,1.0,,False,
SWORD ART ONLINE Alicization Lycoris Deluxe Edition,sword_art_online_alicization_lycoris_deluxe,E03954,21,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E03954=21p; L10000=1p,,False,,PAX0010797788,,Sword Art Online: Alicization Lycoris (Deluxe Edition),exact,1.0,,False,
Sword Art Online: Fatal Bullet,sword_art_online_fatal_bullet,E02540,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E02540=22p,,False,,PAX0009455468,626690,Sword Art Online: Fatal Bullet,exact,1.0,"PAX0010915088, PAX0011453308, PAX0011523620",False,
Sword Art Online: Fatal Bullet - Complete Edition,sword_art_online_fatal_bullet_complete,E03322,20,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E03322=20p,,False,,PAX0009957376,,Sword Art Online: Fatal Bullet (Complete Edition),exact,1.0,,False,
SWORD ART ONLINE Fractured Daydream,sword_art_online_fractured_daydream,E06120,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E06120=22p; E06652=1p,,False,,PAX0013976312,1858630,Sword Art Online: Fractured Daydream,exact,1.0,PAX0014135432,False,
SWORD ART ONLINE Fractured Daydream Deluxe Edition,sword_art_online_fractured_daydream_deluxe,E06531,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E06531=22p; E06272=1p,,False,,,1858630,Sword Art Online: Fractured Daydream,base_game,,"PAX0013976312, PAX0014135432",True,duplicate_paxCode:PAX0013976312
SWORD ART ONLINE Fractured Daydream Premium Edition,sword_art_online_fractured_daydream_premium,E06532,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E06532=22p; E03322=1p,,False,,,1858630,Sword Art Online: Fractured Daydream,base_game,,"PAX0013976312, PAX0014135432",True,duplicate_paxCode:PAX0013976312
Sword Art Online: Hollow Realization Deluxe Edition,sword_art_online_hollow_realization_deluxe,E02310,21,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E02310=21p,,False,,PAX0009348402,607890,Sword Art Online: Hollow Realization (Deluxe Edition),exact,1.0,"PAX0010999306, PAX0014344192",False,
SWORD ART ONLINE Last Recollection,sword_art_online_last_recollection,E05687,21,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E05687=21p,,False,,PAX0013159190,1566880,Sword Art Online: Last Recollection,exact,1.0,,False,
SWORD ART ONLINE Last Recollection Deluxe Edition,sword_art_online_last_recollection_deluxe,E06096,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E06096=22p,,False,,PAX0014008374,,Sword Art Online: Last Recollection (Deluxe Edition),exact,1.0,,False,
Sword Art Online: Lost Song,sword_art_online_lost_song,E05372,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E05372=22p,,False,,PAX0010120168,840720,Sword Art Online: Lost Song,exact,1.0,PAX0011676212,False,
SYNDUALITY Echo of Ada,synduality_echo_of_ada,E05693,18,2025-01,2026-06,"Alibaba, Heybox, Sonkwo",E05693=18p,,False,,PAX0014079774,1245480,Synduality: Echo of Ada,exact,1.0,PAX0015630616,False,
SYNDUALITY Echo of Ada Deluxe Edition,synduality_echo_of_ada_deluxe,E06636,17,2024-12,2026-06,"Alibaba, Heybox, Sonkwo",E06636=17p,,False,,PAX0015630684,1142685,Synduality: Echo of Ada (Deluxe Edition),exact,1.0,,False,
SYNDUALITY Echo of Ada Ultimate Edition,synduality_echo_of_ada_ultimate,E06637,17,2025-01,2026-06,"Alibaba, Heybox, Sonkwo",E06637=17p,,False,,,1245480,Synduality: Echo of Ada,base_game,,"PAX0014079774, PAX0015630616",True,duplicate_paxCode:PAX0014079774
Taiko no Tatsujin: Rhythm Festival,taiko_no_tatsujin_rhythm_festival,E06129,19,2024-12,2026-06,"Alibaba, Heybox, Sonkwo",E06129=19p,,False,,,,,unmatched,,,True,unmatched
Taiko no Tatsujin: Rhythm Festival The Setlist Edition,taiko_no_tatsujin_rhythm_festival_the_setlist,E06635,19,2024-12,2026-06,"Alibaba, Heybox, Sonkwo",E06635=19p,,False,,,,,unmatched,,,True,unmatched
Tales of Arise,tales_of_arise,E03024,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E03024=22p,,False,,PAX0011827716,740130,Tales of Arise,exact,1.0,PAX0011937230,False,
Tales of Arise - Beyond the Dawn Edition,tales_of_arise_beyond_the_dawn,E06160,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E06160=22p,,False,,,,,unmatched,,,True,unmatched
Tales of Arise - Beyond the Dawn Deluxe Edition,tales_of_arise_beyond_the_dawn_deluxe,E06161,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E06161=22p,,False,,,,,unmatched,,,True,unmatched
Tales of Arise - Beyond the Dawn Expansion,tales_of_arise_beyond_the_dawn_expansion,E06168,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E06168=22p,,False,,PAX0013555222,2391960,Tales of Arise - Beyond the Dawn Expansion (DLC),exact,1.0,,False,
Tales of Arise - Beyond the Dawn Ultimate Edition,tales_of_arise_beyond_the_dawn_ultimate,E06162,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E06162=20p; E06168=2p,,True,competing_item_numbers,,,,unmatched,,,True,unmatched
Tales of Berseria,tales_of_berseria,E02174,19,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E02174=19p,,False,,PAX0008665002,429660,Tales of Berseria,exact,1.0,PAX0011017122,False,
Tales of Berseria Remastered,tales_of_berseria_remastered,L00438,5,2026-02,2026-06,Heybox,L00438=5p,,False,,PAX0015323358,2331020,Tales of Berseria Remastered,exact,1.0,,False,
Tales of Berseria Remastered Deluxe Edition,tales_of_berseria_remastered_deluxe,L00439,5,2026-02,2026-06,Heybox,L00439=5p,,False,,,2331020,Tales of Berseria Remastered,base_game,,PAX0015323358,True,duplicate_paxCode:PAX0015323358
Tales of Graces f Remastered,tales_of_graces_f_remastered,E06381,18,2025-01,2026-06,"Alibaba, Heybox, Sonkwo",E06381=18p,,False,,PAX0014183542,2530980,Tales of Graces f Remastered,exact,1.0,,False,
Tales of Graces f Remastered Deluxe Edition,tales_of_graces_f_remastered_deluxe,E06689,16,2025-01,2026-06,"Alibaba, Heybox, Sonkwo",E06689=16p,,False,,,2530980,Tales of Graces f Remastered,base_game,,PAX0014183542,True,duplicate_paxCode:PAX0014183542
Tales of Vesperia: Definitive Edition,tales_of_vesperia_definitive,E03191,21,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E03191=21p,,False,,PAX0010367280,738540,Tales of Vesperia (Definitive Edition),exact,1.0,"PAX0011271340, PAX0012925644",False,
Tales of Xillia Remastered,tales_of_xillia_remastered,E06124,7,2025-12,2026-06,"Heybox, Sonkwo",E06124=7p,,False,,PAX0015083964,2246670,Tales of Xillia Remastered,exact,1.0,PAX0015714222,False,
Tales of Xillia Remastered Deluxe Edition,tales_of_xillia_remastered_deluxe,L00231,7,2025-12,2026-06,"Heybox, Sonkwo",L00231=7p,,False,,PAX0015249510,2246670,Tales of Xillia Remastered (Deluxe Edition),exact,1.0,PAX0015714290,False,
Tales of Zestiria,tales_of_zestiria,E01607,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E01607=22p,,False,,PAX0008665036,351970,Tales of Zestiria,exact,1.0,"PAX0011632182, PAX0012511422, PAX0013629988",False,
TEKKEN 7,tekken_7,E02278,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E02278=22p,,False,,PAX0008666974,389730,Tekken 7,exact,1.0,"PAX0011475170, PAX0011476768, PAX0011480236, PAX0011219898, PAX0011553200",False,
TEKKEN 7 - Originals Edition,tekken_7_originals,E05647,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E05647=22p,,False,,PAX0012530020,,Tekken 7 (Originals Edition),exact,1.0,,False,
TEKKEN 8,tekken_8,E05700,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E05700=22p,,False,,PAX0013411368,1778820,Tekken 8,exact,1.0,"PAX0013418984, PAX0013420072",False,
TEKKEN 8 Advanced Edition,tekken_8_advanced,L00129,7,2025-12,2026-06,"Heybox, Sonkwo",L00129=7p,,False,,,1778820,Tekken 8,base_game,,"PAX0013411368, PAX0013418984, PAX0013420072",True,duplicate_paxCode:PAX0013411368
TEKKEN 8 Deluxe Edition,tekken_8_deluxe,E06226,20,2024-08_2024-09,2026-06,Alibaba,E06226=20p; E06227=3p,,True,competing_item_numbers,PAX0013432856,912717,Tekken 8 (Deluxe Edition),exact,1.0,"PAX0013419936, PAX0013426702",False,
TEKKEN 8 Season 2 Deluxe Edition,tekken_8_season_2_deluxe,L00111,7,2025-12,2026-06,"Heybox, Sonkwo",L00111=7p,,False,,,1778820,Tekken 8,base_game,,"PAX0013411368, PAX0013418984, PAX0013420072",True,duplicate_paxCode:PAX0013411368
TEKKEN 8 Season 2 Ultimate Edition,tekken_8_season_2_ultimate,L00112,7,2025-12,2026-06,"Heybox, Sonkwo",L00112=7p,,False,,,1778820,Tekken 8,base_game,,"PAX0013411368, PAX0013418984, PAX0013420072",True,duplicate_paxCode:PAX0013411368
TEKKEN 8 - Ultimate Edition,tekken_8_ultimate,E06227,20,2024-08_2024-09,2026-06,Alibaba,E06227=20p; E06534=1p,,False,,PAX0013432958,912715,Tekken 8 (Ultimate Edition),exact,1.0,"PAX0013420038, PAX0013436324",False,
That Time I Got Reincarnated as a Slime ISEKAI Chronicles,that_time_i_got_reincarnated_as_a_slime_isekai_chronicles,E03566,18,2024-08_2024-09,2026-06,"Alibaba, Heybox",E03566=18p,,False,,PAX0013924904,2197680,That Time I Got Reincarnated as a Slime Isekai Chronicles,exact,1.0,,False,
That Time I Got Reincarnated as a Slime ISEKAI Chronicles Deluxe Edition,that_time_i_got_reincarnated_as_a_slime_isekai_chronicles_deluxe,E06534,19,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E06534=19p,,False,,,2197680,That Time I Got Reincarnated as a Slime Isekai Chronicles,base_game,,PAX0013924904,True,duplicate_paxCode:PAX0013924904
THE IDOLM@STER STARLIT SEASON,the_idolm_ster_starlit_season,E03045,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E03045=24p,"the_idolm_ster_starlit_season, the_idolmaster_starlit_season",False,,,,,unmatched,,,True,unmatched
THE IDOLM@STER STARLIT SEASON Digital Deluxe Edition,the_idolm_ster_starlit_season_deluxe,E05096,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E05096=24p,"the_idolm_ster_starlit_season_deluxe, the_idolmaster_starlit_season_deluxe",False,,,,,unmatched,,,True,unmatched
Towa and the Guardians of the Sacred Tree,towa_and_the_guardians_of_the_sacred_tree,E06936,7,2025-12,2026-06,"Alibaba, Heybox, Sonkwo",E06936=7p,,False,,PAX0014842190,1910090,Towa And The Guardians Of The Sacred Tree,exact,1.0,,False,
Towa and the Guardians of the Sacred Tree Deluxe Edition,towa_and_the_guardians_of_the_sacred_tree_deluxe,L00117,7,2025-12,2026-06,"Alibaba, Heybox, Sonkwo",L00117=7p; E06936=1p,,False,,,1910090,Towa And The Guardians Of The Sacred Tree,base_game,,PAX0014842190,True,duplicate_paxCode:PAX0014842190
We Love Katamari REROLL+ Royal Reverie,we_love_katamari_reroll_royal_reverie,E05071,21,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E05071=21p,,False,,PAX0012872162,1730700,We Love Katamari Reroll + Royal Reverie,exact,1.0,,False,
We Love Katamari REROLL+ Royal Reverie Special Edition,we_love_katamari_reroll_royal_reverie_special,E06305,22,2024-08_2024-09,2026-06,"Alibaba, Heybox, Sonkwo",E06305=22p,,False,,,1730700,We Love Katamari Reroll + Royal Reverie,base_game,,PAX0012872162,True,duplicate_paxCode:PAX0012872162
